Year,Month,AirlineCode,AirportCode,TotalFlights,FlightsDelayedOver15Min,CarrierDelayCount,WeatherDelayCount,NASDelayCount,SecurityDelayCount,LateAircraftDelayCount,CancelledFlights,DivertedFlights,ArrivalDelayMinutes,Delayed
2022,1,18,377,84.0,17.0,2.75,0.13,4.67,0.0,9.45,6.0,0.0,956.0,1
2021,12,0,0,127.0,9.0,2.51,0.0,3.54,0.0,2.95,0.0,0.0,264.0,1
2021,12,0,4,73.0,11.0,5.02,0.0,4.11,0.0,1.87,0.0,0.0,342.0,1
2021,12,0,11,62.0,8.0,2.63,0.0,4.22,0.0,1.15,0.0,0.0,439.0,1
2021,12,0,12,166.0,18.0,8.53,3.25,3.49,0.0,2.74,0.0,1.0,1266.0,1
2021,12,0,14,52.0,6.0,3.15,1.88,0.15,0.0,0.82,0.0,0.0,497.0,1
2021,12,0,23,3705.0,388.0,96.28,29.68,101.87,0.0,160.18,12.0,4.0,30500.0,1
2021,12,0,24,80.0,15.0,6.66,1.93,4.0,0.0,2.41,2.0,2.0,1863.0,1
2021,12,0,26,30.0,5.0,1.94,0.0,3.02,0.0,0.04,0.0,1.0,469.0,1
2021,12,0,27,51.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,181.0,1
2021,12,0,30,87.0,12.0,4.68,1.83,3.34,0.0,2.15,1.0,1.0,1700.0,1
2021,12,0,36,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0
2021,12,0,37,79.0,4.0,0.72,0.0,2.28,0.0,1.0,0.0,0.0,111.0,1
2021,12,0,38,65.0,6.0,1.75,0.61,1.35,0.0,2.28,0.0,0.0,278.0,1
2021,12,0,41,67.0,19.0,4.49,0.21,7.25,0.0,7.05,1.0,0.0,973.0,1
2021,12,0,46,77.0,7.0,2.47,0.0,2.6,0.0,1.93,0.0,0.0,310.0,1
2021,12,0,47,115.0,8.0,4.67,0.0,2.6,0.0,0.73,0.0,0.0,421.0,1
2021,12,0,49,249.0,18.0,7.37,0.0,2.14,0.0,8.49,1.0,0.0,1784.0,1
2021,12,0,51,85.0,11.0,7.03,1.29,2.68,0.0,0.0,1.0,2.0,1439.0,1
2021,12,0,57,118.0,9.0,1.93,3.04,2.43,0.0,1.61,0.0,0.0,401.0,1
2021,12,0,58,173.0,11.0,6.19,0.0,3.8,0.0,1.01,0.0,1.0,441.0,1
2021,12,0,59,255.0,16.0,8.32,1.0,4.12,0.0,2.56,0.0,0.0,1531.0,1
2021,12,0,61,59.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,74.0,1
2021,12,0,63,57.0,6.0,3.67,0.0,0.49,0.0,1.84,0.0,0.0,269.0,1
2021,12,0,69,121.0,12.0,6.05,1.0,4.9,0.0,0.05,0.0,0.0,515.0,1
2021,12,0,70,152.0,20.0,8.04,0.0,6.98,1.0,3.98,0.0,0.0,745.0,1
2021,12,0,71,145.0,15.0,3.2,0.0,8.25,0.0,3.55,0.0,0.0,496.0,1
2021,12,0,72,192.0,32.0,14.23,0.0,13.39,0.0,4.38,5.0,0.0,1593.0,1
2021,12,0,75,231.0,23.0,10.26,1.85,5.97,0.0,4.92,0.0,0.0,1135.0,1
2021,12,0,77,92.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,123.0,1
2021,12,0,78,40.0,6.0,1.96,0.44,2.4,0.0,1.2,0.0,0.0,325.0,1
2021,12,0,87,89.0,11.0,7.34,0.0,0.6,0.0,3.06,0.0,0.0,760.0,1
2021,12,0,88,77.0,13.0,4.95,1.0,5.41,0.0,1.63,0.0,0.0,510.0,1
2021,12,0,89,595.0,66.0,26.92,2.08,19.9,0.0,17.1,2.0,0.0,3823.0,1
2021,12,0,90,105.0,29.0,11.44,6.2,10.02,0.0,1.33,2.0,2.0,5119.0,1
2021,12,0,94,141.0,24.0,10.21,1.39,8.11,0.0,4.29,0.0,0.0,1373.0,1
2021,12,0,96,128.0,15.0,2.47,0.0,8.51,0.0,4.01,0.0,0.0,667.0,1
2021,12,0,100,3.0,1.0,0.12,0.0,0.44,0.0,0.44,0.0,0.0,41.0,1
2021,12,0,101,83.0,10.0,3.58,1.59,2.69,0.0,2.14,0.0,0.0,431.0,1
2021,12,0,104,41.0,9.0,5.37,1.63,2.0,0.0,0.0,2.0,1.0,486.0,1
2021,12,0,107,216.0,24.0,9.85,0.09,9.33,0.0,4.73,6.0,0.0,1466.0,1
2021,12,0,108,2346.0,257.0,72.5,10.37,79.78,0.0,94.35,13.0,2.0,21233.0,1
2021,12,0,113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2021,12,0,121,82.0,13.0,2.94,1.29,5.44,0.0,3.33,0.0,0.0,584.0,1
2021,12,0,123,116.0,18.0,4.35,0.97,9.33,0.0,3.35,0.0,0.0,994.0,1
2021,12,0,124,31.0,4.0,2.87,0.0,0.13,0.0,1.0,0.0,0.0,327.0,1
2021,12,0,126,11.0,3.0,0.13,0.0,1.22,0.0,1.65,1.0,0.0,167.0,1
2021,12,0,135,66.0,8.0,2.6,1.77,2.68,0.0,0.95,1.0,1.0,591.0,1
2021,12,0,137,82.0,8.0,4.0,1.39,0.79,0.0,1.82,0.0,0.0,898.0,1
2021,12,0,141,45.0,8.0,2.59,0.86,3.35,0.0,1.2,2.0,0.0,662.0,1
2021,12,0,144,104.0,11.0,4.36,1.04,3.75,0.0,1.85,0.0,0.0,509.0,1
2021,12,0,145,74.0,9.0,4.65,0.51,3.43,0.0,0.42,0.0,0.0,439.0,1
2021,12,0,146,129.0,22.0,8.77,2.0,7.28,0.0,3.95,2.0,0.0,1421.0,1
2021,12,0,149,72.0,11.0,4.57,0.0,3.9,0.0,2.53,0.0,0.0,361.0,1
2021,12,0,150,139.0,15.0,3.53,1.0,6.51,0.0,3.96,0.0,0.0,419.0,1
2021,12,0,151,118.0,8.0,5.34,1.0,1.66,0.0,0.0,0.0,0.0,512.0,1
2021,12,0,154,87.0,9.0,6.76,0.0,1.24,0.0,1.0,0.0,0.0,577.0,1
2021,12,0,165,53.0,4.0,2.45,0.0,1.55,0.0,0.0,0.0,0.0,184.0,1
2021,12,0,167,15.0,3.0,2.0,0.0,0.09,0.0,0.91,0.0,0.0,183.0,1
2021,12,0,172,48.0,4.0,0.73,0.0,3.27,0.0,0.0,0.0,0.0,105.0,1
2021,12,0,175,29.0,8.0,2.2,0.0,4.39,0.0,1.41,0.0,0.0,333.0,1
2021,12,0,179,97.0,16.0,7.54,1.04,4.38,0.0,3.04,0.0,0.0,842.0,1
2021,12,0,181,145.0,10.0,2.26,0.0,5.74,1.0,1.0,0.0,0.0,320.0,1
2021,12,0,186,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2021,12,0,189,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,1
2021,12,0,191,1162.0,93.0,43.3,2.24,27.88,0.0,19.58,3.0,0.0,6641.0,1
2021,12,0,198,90.0,8.0,1.76,1.0,4.24,0.0,1.0,2.0,0.0,315.0,1
2021,12,0,209,179.0,24.0,8.8,1.16,13.04,0.0,1.0,0.0,0.0,1007.0,1
2021,12,0,210,82.0,7.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,273.0,1
2021,12,0,211,2259.0,174.0,49.06,4.8,75.72,0.0,44.42,4.0,2.0,11040.0,1
2021,12,0,222,91.0,10.0,3.77,0.92,3.27,0.0,2.04,0.0,1.0,584.0,1
2021,12,0,226,131.0,17.0,7.83,3.87,4.68,0.0,0.62,0.0,2.0,825.0,1
2021,12,0,227,234.0,28.0,11.33,2.15,11.17,0.0,3.35,7.0,0.0,2383.0,1
2021,12,0,229,64.0,5.0,4.37,0.0,0.12,0.0,0.51,0.0,1.0,468.0,1
2021,12,0,232,118.0,14.0,5.84,1.73,3.31,0.0,3.11,0.0,0.0,1555.0,1
2021,12,0,235,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2021,12,0,236,164.0,17.0,4.68,0.0,7.12,0.0,5.2,1.0,0.0,693.0,1
2021,12,0,239,119.0,18.0,5.03,0.96,10.21,0.0,1.8,3.0,0.0,1606.0,1
2021,12,0,240,62.0,6.0,4.67,0.0,1.33,0.0,0.0,0.0,0.0,371.0,1
2021,12,0,242,105.0,14.0,6.03,0.0,5.0,0.0,2.97,0.0,0.0,567.0,1
2021,12,0,243,51.0,16.0,4.5,3.35,5.05,0.0,3.09,1.0,0.0,2582.0,1
2021,12,0,246,221.0,32.0,12.64,2.14,13.9,0.0,3.33,2.0,0.0,1573.0,1
2021,12,0,248,1125.0,207.0,37.1,10.16,81.05,0.0,78.7,28.0,0.0,18895.0,1
2021,12,0,252,44.0,4.0,0.72,0.58,2.7,0.0,0.0,0.0,0.0,164.0,1
2021,12,0,253,88.0,6.0,1.74,0.0,3.26,0.0,1.0,0.0,0.0,307.0,1
2021,12,0,262,37.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,1
2021,12,0,263,156.0,13.0,4.25,0.38,4.59,0.0,3.78,1.0,1.0,698.0,1
2021,12,0,264,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,1
2021,12,0,276,48.0,4.0,1.94,0.1,1.0,0.0,0.95,0.0,0.0,414.0,1
2021,12,0,283,168.0,6.0,1.81,0.0,0.47,0.0,3.73,0.0,0.0,415.0,1
2021,12,0,297,103.0,18.0,4.09,0.0,8.51,0.0,5.4,0.0,0.0,1484.0,1
2021,12,0,301,430.0,44.0,12.25,0.4,20.19,0.0,11.15,0.0,0.0,2038.0,1
2021,12,0,304,289.0,17.0,7.83,0.0,5.21,0.0,3.96,0.0,0.0,1852.0,1
2021,12,0,308,59.0,6.0,3.68,0.0,1.16,0.0,1.16,0.0,2.0,346.0,1
2021,12,0,309,239.0,26.0,15.7,0.0,6.32,0.0,3.98,0.0,1.0,2190.0,1
2021,12,0,311,37.0,5.0,3.36,1.0,0.64,0.0,0.0,0.0,0.0,243.0,1
2021,12,0,316,126.0,8.0,1.53,0.0,2.85,0.0,3.62,0.0,0.0,358.0,1
2021,12,0,318,82.0,10.0,5.43,1.0,2.09,0.0,1.47,0.0,0.0,339.0,1
2021,12,0,321,31.0,1.0,0.52,0.0,0.0,0.0,0.48,0.0,0.0,101.0,1
2021,12,0,323,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2021,12,0,327,82.0,4.0,1.76,0.0,2.24,0.0,0.0,0.0,1.0,125.0,1
2021,12,0,331,118.0,11.0,5.47,0.0,1.93,0.0,3.6,0.0,0.0,677.0,1
2021,12,0,346,209.0,15.0,5.07,1.0,7.42,0.0,1.51,2.0,0.0,782.0,1
2021,12,0,354,206.0,15.0,4.83,0.0,4.9,0.0,5.27,0.0,0.0,1260.0,1
2021,12,0,356,30.0,8.0,4.79,0.14,1.35,0.0,1.72,0.0,0.0,348.0,1
2021,12,0,359,139.0,9.0,3.95,0.21,3.12,0.0,1.72,0.0,0.0,776.0,1
2021,12,0,361,14.0,2.0,0.0,0.65,1.0,0.0,0.35,0.0,0.0,36.0,1
2021,12,0,363,97.0,12.0,6.96,1.76,3.09,0.0,0.19,1.0,0.0,559.0,1
2021,12,0,367,274.0,34.0,13.73,4.0,8.46,2.0,5.82,0.0,0.0,2168.0,1
2021,12,0,373,83.0,18.0,3.0,8.54,4.73,0.0,1.73,5.0,2.0,4099.0,1
2021,12,0,374,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2021,12,0,377,114.0,13.0,2.27,1.0,4.14,0.0,5.59,0.0,0.0,427.0,1
2021,12,1,2,291.0,37.0,12.4,0.48,10.14,0.0,13.97,2.0,0.0,1844.0,1
2021,12,1,14,87.0,8.0,4.73,0.0,1.36,0.0,1.9,0.0,0.0,277.0,1
2021,12,1,18,30.0,9.0,3.08,0.0,0.51,0.0,5.4,0.0,0.0,472.0,1
2021,12,1,23,718.0,130.0,60.9,0.0,19.44,1.87,47.79,1.0,0.0,10649.0,1
2021,12,1,26,1386.0,247.0,85.45,1.66,64.38,0.55,94.95,8.0,1.0,13839.0,1
2021,12,1,28,28.0,3.0,1.94,0.0,1.06,0.0,0.0,0.0,0.0,154.0,1
2021,12,1,31,240.0,53.0,23.48,0.16,7.43,0.91,21.02,1.0,0.0,2632.0,1
2021,12,1,38,60.0,22.0,6.18,0.0,0.51,0.0,15.31,1.0,0.0,1241.0,1
2021,12,1,47,715.0,107.0,42.97,1.25,19.98,0.0,42.8,5.0,1.0,6682.0,1
2021,12,1,48,60.0,9.0,5.08,0.0,1.21,0.0,2.72,0.0,0.0,286.0,1
2021,12,1,49,1732.0,195.0,83.64,0.0,29.63,0.89,80.84,7.0,0.0,12775.0,1
2021,12,1,59,137.0,20.0,7.3,0.0,3.03,1.0,8.67,0.0,1.0,1375.0,1
2021,12,1,60,92.0,20.0,9.27,0.0,6.09,0.0,4.64,0.0,5.0,828.0,1
2021,12,1,61,277.0,53.0,22.76,0.0,7.48,0.95,21.81,3.0,0.0,3599.0,1
2021,12,1,62,64.0,18.0,6.64,0.2,9.66,0.0,1.5,0.0,2.0,557.0,1
2021,12,1,71,119.0,25.0,14.68,0.0,2.01,0.0,8.31,0.0,0.0,1593.0,1
2021,12,1,75,277.0,52.0,26.11,0.0,18.62,0.0,7.27,1.0,0.0,2186.0,1
2021,12,1,77,7827.0,949.0,369.1,14.43,215.2,8.12,342.15,39.0,7.0,67795.0,1
2021,12,1,78,222.0,34.0,19.49,0.11,3.14,0.0,11.27,0.0,0.0,1361.0,1
2021,12,1,83,72.0,11.0,7.42,2.04,0.53,0.0,1.01,1.0,1.0,1081.0,1
2021,12,1,89,194.0,25.0,10.58,0.0,4.71,0.0,9.71,0.0,1.0,1195.0,1
2021,12,1,96,2080.0,289.0,91.71,1.54,63.06,1.27,131.42,21.0,6.0,18509.0,1
2021,12,1,99,816.0,159.0,56.29,1.78,57.11,1.0,42.82,2.0,0.0,8131.0,1
2021,12,1,100,11780.0,1720.0,619.02,38.5,342.27,11.32,708.89,60.0,4.0,147757.0,1
2021,12,1,107,169.0,41.0,15.72,0.0,5.75,0.0,19.53,0.0,1.0,2769.0,1
2021,12,1,108,306.0,55.0,30.97,0.0,5.44,0.81,17.78,5.0,3.0,2501.0,1
2021,12,1,114,129.0,39.0,10.43,0.71,22.42,0.0,5.44,8.0,7.0,2659.0,1
2021,12,1,117,215.0,43.0,21.17,0.0,6.18,0.0,15.65,1.0,0.0,3545.0,1
2021,12,1,120,31.0,4.0,1.49,0.0,1.07,0.0,1.44,0.0,0.0,336.0,1
2021,12,1,123,602.0,128.0,47.31,0.52,58.86,0.0,21.31,7.0,1.0,5805.0,1
2021,12,1,124,177.0,48.0,14.77,0.33,23.42,0.0,9.49,2.0,0.0,2384.0,1
2021,12,1,127,116.0,15.0,10.71,0.0,1.83,0.0,2.46,0.0,0.0,964.0,1
2021,12,1,131,608.0,85.0,45.88,0.0,16.73,0.0,22.38,9.0,2.0,4366.0,1
2021,12,1,140,62.0,12.0,3.92,0.0,1.0,0.0,7.08,0.0,0.0,1348.0,1
2021,12,1,149,59.0,8.0,2.67,0.0,4.33,0.0,1.0,0.0,0.0,261.0,1
2021,12,1,150,31.0,11.0,5.83,0.0,1.29,0.0,3.88,0.0,0.0,411.0,1
2021,12,1,151,46.0,11.0,6.2,0.0,2.02,0.0,2.77,0.0,0.0,465.0,1
2021,12,1,155,16.0,5.0,2.14,0.0,0.08,0.0,2.78,0.0,0.0,406.0,1
2021,12,1,157,48.0,8.0,3.0,0.0,3.88,0.0,1.12,1.0,0.0,277.0,1
2021,12,1,162,278.0,68.0,26.18,0.0,25.71,0.37,15.74,1.0,1.0,4402.0,1
2021,12,1,172,136.0,22.0,10.08,0.0,2.55,0.0,9.38,0.0,0.0,1204.0,1
2021,12,1,174,492.0,77.0,35.86,0.29,15.16,0.06,25.63,4.0,0.0,4691.0,1
2021,12,1,175,60.0,11.0,5.6,0.11,0.64,0.0,4.65,1.0,0.0,708.0,1
2021,12,1,179,105.0,18.0,7.95,0.0,1.99,0.12,7.94,1.0,0.0,1153.0,1
2021,12,1,181,316.0,67.0,31.56,0.35,17.8,0.08,17.2,5.0,2.0,2693.0,1
2021,12,1,188,81.0,25.0,4.35,0.15,14.65,0.0,5.84,0.0,2.0,2124.0,1
2021,12,1,190,376.0,71.0,32.25,0.55,12.38,0.0,25.82,2.0,0.0,3977.0,1
2021,12,1,191,1367.0,228.0,92.74,3.42,61.99,1.48,68.37,19.0,1.0,18546.0,1
2021,12,1,196,93.0,13.0,5.11,0.0,3.31,0.0,4.58,0.0,0.0,1222.0,1
2021,12,1,200,1170.0,228.0,79.25,3.02,79.78,2.08,63.87,3.0,1.0,12093.0,1
2021,12,1,202,2770.0,587.0,220.35,6.97,221.28,5.45,132.95,16.0,8.0,38160.0,1
2021,12,1,211,1946.0,294.0,109.63,3.16,97.85,3.01,80.35,30.0,0.0,15900.0,1
2021,12,1,213,93.0,15.0,3.82,0.0,8.33,0.0,2.85,1.0,0.0,435.0,1
2021,12,1,214,15.0,1.0,0.38,0.0,0.12,0.0,0.5,0.0,0.0,26.0,1
2021,12,1,223,282.0,45.0,21.72,0.15,4.61,0.57,17.96,5.0,0.0,2573.0,1
2021,12,1,224,1517.0,271.0,112.27,2.04,62.57,1.46,92.66,4.0,1.0,12870.0,1
2021,12,1,226,40.0,10.0,3.41,0.0,0.85,0.0,5.74,0.0,0.0,603.0,1
2021,12,1,229,286.0,54.0,20.83,0.0,8.76,0.0,24.4,2.0,0.0,3520.0,1
2021,12,1,230,118.0,38.0,19.33,0.0,3.36,0.67,14.64,0.0,0.0,2456.0,1
2021,12,1,235,5387.0,1042.0,358.61,9.86,333.53,6.82,333.19,52.0,6.0,84647.0,1
2021,12,1,236,171.0,23.0,10.17,0.0,1.35,0.0,11.48,0.0,0.0,1071.0,1
2021,12,1,246,76.0,15.0,6.98,0.0,0.53,0.0,7.5,0.0,0.0,1568.0,1
2021,12,1,247,16.0,7.0,2.35,0.0,1.96,0.0,2.69,0.0,0.0,511.0,1
2021,12,1,248,311.0,56.0,21.26,1.0,10.13,0.66,22.96,4.0,0.0,5222.0,1
2021,12,1,249,496.0,88.0,30.25,4.0,24.94,0.0,28.82,13.0,7.0,6155.0,1
2021,12,1,250,36.0,9.0,3.95,0.15,4.9,0.0,0.0,2.0,0.0,370.0,1
2021,12,1,252,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1
2021,12,1,256,202.0,61.0,21.56,0.0,31.9,0.0,7.54,1.0,1.0,3822.0,1
2021,12,1,258,201.0,37.0,20.17,0.0,4.3,0.0,12.53,0.0,1.0,1680.0,1
2021,12,1,259,143.0,12.0,5.13,0.97,0.28,0.0,5.63,2.0,1.0,1113.0,1
2021,12,1,261,201.0,23.0,11.63,0.0,2.93,0.61,7.83,1.0,0.0,1193.0,1
2021,12,1,262,4112.0,565.0,186.45,11.78,139.84,4.85,222.08,36.0,5.0,44656.0,1
2021,12,1,263,154.0,17.0,6.38,0.82,1.07,0.0,8.74,0.0,0.0,794.0,1
2021,12,1,271,493.0,80.0,17.38,0.0,43.32,1.22,18.08,5.0,0.0,4808.0,1
2021,12,1,272,303.0,57.0,20.59,0.09,21.57,0.0,14.76,0.0,3.0,2000.0,1
2021,12,1,276,2494.0,323.0,127.6,3.9,53.9,5.24,132.36,11.0,1.0,25261.0,1
2021,12,1,277,4247.0,592.0,239.92,12.12,159.64,8.51,171.8,18.0,13.0,37745.0,1
2021,12,1,283,319.0,41.0,19.91,0.0,7.16,0.27,13.65,0.0,1.0,1954.0,1
2021,12,1,285,61.0,16.0,7.31,0.0,2.16,0.0,6.53,0.0,1.0,692.0,1
2021,12,1,292,139.0,27.0,10.78,0.04,11.16,0.0,5.02,0.0,0.0,1116.0,1
2021,12,1,295,60.0,7.0,3.05,0.0,1.35,0.0,2.61,0.0,0.0,373.0,1
2021,12,1,297,46.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1
2021,12,1,301,783.0,135.0,64.12,0.83,26.36,0.25,43.44,5.0,2.0,7849.0,1
2021,12,1,304,220.0,38.0,17.37,0.0,7.47,0.0,13.16,0.0,0.0,1472.0,1
2021,12,1,307,138.0,21.0,7.12,0.0,5.78,0.0,8.1,0.0,0.0,857.0,1
2021,12,1,309,73.0,7.0,3.07,0.0,3.03,0.0,0.9,0.0,0.0,239.0,1
2021,12,1,312,581.0,91.0,46.67,0.48,22.26,0.0,21.59,2.0,3.0,3908.0,1
2021,12,1,314,648.0,113.0,48.77,0.49,36.82,0.49,26.44,0.0,1.0,4632.0,1
2021,12,1,315,530.0,73.0,40.55,0.0,8.96,1.0,22.49,2.0,0.0,3391.0,1
2021,12,1,316,62.0,12.0,6.79,0.0,1.11,0.0,4.1,0.0,0.0,524.0,1
2021,12,1,317,61.0,17.0,6.55,0.0,2.21,0.0,8.23,0.0,1.0,1155.0,1
2021,12,1,323,15.0,3.0,1.95,0.0,0.0,0.0,1.05,0.0,0.0,128.0,1
2021,12,1,324,492.0,104.0,43.31,0.87,32.47,0.71,26.64,0.0,4.0,5733.0,1
2021,12,1,326,730.0,170.0,56.55,0.93,89.93,0.19,22.39,2.0,5.0,8295.0,1
2021,12,1,333,192.0,28.0,12.05,0.0,7.18,0.0,8.77,2.0,0.0,1078.0,1
2021,12,1,335,399.0,98.0,51.79,0.0,25.68,0.88,19.64,3.0,0.0,5790.0,1
2021,12,1,336,298.0,72.0,31.07,0.36,25.63,0.0,14.94,1.0,1.0,4261.0,1
2021,12,1,338,288.0,61.0,25.04,1.0,18.4,1.0,15.56,0.0,1.0,2407.0,1
2021,12,1,340,491.0,99.0,33.36,1.0,45.64,1.0,18.0,1.0,10.0,4054.0,1
2021,12,1,344,119.0,31.0,10.46,0.0,11.45,0.0,9.09,1.0,0.0,1608.0,1
2021,12,1,346,621.0,105.0,51.03,0.12,17.12,0.39,36.33,7.0,2.0,4814.0,1
2021,12,1,348,209.0,48.0,14.68,0.85,23.78,0.69,8.0,0.0,0.0,3850.0,1
2021,12,1,349,80.0,23.0,6.89,0.0,11.51,0.53,4.08,0.0,0.0,1358.0,1
2021,12,1,354,111.0,11.0,6.05,0.0,0.87,0.0,4.08,0.0,0.0,709.0,1
2021,12,1,358,1112.0,204.0,93.54,2.04,37.85,2.65,67.91,4.0,1.0,12015.0,1
2021,12,1,361,168.0,25.0,11.4,0.0,5.16,0.0,8.44,1.0,0.0,1605.0,1
2021,12,1,362,212.0,34.0,15.6,0.7,8.6,0.0,9.1,0.0,0.0,1407.0,1
2021,12,1,374,15.0,2.0,0.38,0.0,0.12,0.0,1.5,0.0,0.0,179.0,1
2021,12,1,377,38.0,2.0,1.01,0.0,0.24,0.0,0.75,0.0,0.0,112.0,1
2021,12,2,2,31.0,8.0,1.41,1.92,2.6,0.0,2.07,1.0,0.0,432.0,1
2021,12,2,9,9.0,3.0,1.02,0.0,1.27,0.0,0.7,1.0,1.0,155.0,1
2021,12,2,10,72.0,20.0,6.77,1.0,3.56,0.0,8.67,9.0,1.0,1301.0,1
2021,12,2,19,1041.0,514.0,126.52,23.8,187.44,41.97,134.26,70.0,8.0,30026.0,1
2021,12,2,23,92.0,29.0,11.08,2.59,9.42,0.0,5.91,5.0,0.0,1837.0,1
2021,12,2,26,120.0,34.0,11.65,2.24,9.66,0.0,10.45,9.0,0.0,2231.0,1
2021,12,2,32,60.0,19.0,5.96,0.76,9.6,0.0,2.67,4.0,1.0,1135.0,1
2021,12,2,47,31.0,6.0,2.14,1.23,1.46,0.0,1.18,1.0,0.0,487.0,1
2021,12,2,48,60.0,14.0,6.43,1.53,2.13,0.0,3.92,6.0,0.0,702.0,1
2021,12,2,49,144.0,21.0,10.38,4.25,4.62,0.0,1.76,4.0,0.0,1729.0,1
2021,12,2,55,30.0,20.0,4.1,0.04,8.35,0.0,7.52,2.0,0.0,824.0,1
2021,12,2,60,123.0,35.0,13.02,3.89,13.39,0.0,4.69,11.0,2.0,1818.0,1
2021,12,2,61,31.0,3.0,1.0,0.8,0.2,0.0,1.0,7.0,0.0,606.0,1
2021,12,2,67,60.0,17.0,1.99,1.75,3.92,0.0,9.34,11.0,5.0,1242.0,1
2021,12,2,71,25.0,11.0,1.06,0.78,4.99,0.0,4.17,0.0,0.0,742.0,1
2021,12,2,78,25.0,3.0,1.67,0.0,1.33,0.0,0.0,1.0,0.0,115.0,1
2021,12,2,89,27.0,5.0,0.29,0.78,1.32,0.0,2.61,3.0,0.0,407.0,1
2021,12,2,93,47.0,4.0,1.0,0.0,1.66,0.0,1.34,1.0,0.0,277.0,1
2021,12,2,96,155.0,28.0,9.51,4.3,7.5,0.0,6.69,7.0,1.0,2548.0,1
2021,12,2,99,129.0,31.0,11.18,2.25,10.96,0.0,6.61,12.0,1.0,2215.0,1
2021,12,2,100,93.0,32.0,16.77,2.9,8.55,0.0,3.77,7.0,0.0,1974.0,1
2021,12,2,108,31.0,4.0,2.0,0.0,1.04,0.0,0.96,4.0,0.0,203.0,1
2021,12,2,123,321.0,112.0,27.77,3.34,67.75,1.0,12.14,14.0,0.0,6178.0,1
2021,12,2,125,160.0,94.0,26.62,2.91,47.2,0.0,17.28,9.0,0.0,5070.0,1
2021,12,2,131,153.0,40.0,13.35,2.5,16.0,0.0,8.15,8.0,0.0,2484.0,1
2021,12,2,140,63.0,28.0,13.47,0.37,9.6,0.0,4.55,8.0,0.0,1698.0,1
2021,12,2,162,307.0,101.0,20.7,7.3,60.07,0.0,12.93,7.0,0.0,6204.0,1
2021,12,2,172,58.0,12.0,5.12,0.59,5.03,0.0,1.26,3.0,0.0,657.0,1
2021,12,2,174,60.0,14.0,3.49,0.62,5.69,0.0,4.21,7.0,0.0,661.0,1
2021,12,2,181,29.0,4.0,1.0,0.1,0.0,0.0,2.9,4.0,0.0,131.0,1
2021,12,2,191,333.0,76.0,39.38,5.57,15.9,0.0,15.15,12.0,0.0,5484.0,1
2021,12,2,194,333.0,114.0,29.91,3.44,37.45,0.41,42.78,22.0,1.0,6972.0,1
2021,12,2,196,200.0,55.0,14.01,5.02,24.48,0.71,10.78,9.0,0.0,3793.0,1
2021,12,2,197,180.0,54.0,24.1,5.02,14.93,0.0,9.95,6.0,0.0,2854.0,1
2021,12,2,200,380.0,111.0,42.39,4.94,36.05,0.0,27.62,23.0,0.0,5757.0,1
2021,12,2,202,884.0,284.0,89.63,7.19,103.9,4.0,79.27,33.0,4.0,18757.0,1
2021,12,2,213,141.0,38.0,14.42,4.99,11.35,0.0,7.24,2.0,1.0,2594.0,1
2021,12,2,223,58.0,10.0,3.81,0.66,2.19,0.0,3.34,4.0,0.0,550.0,1
2021,12,2,224,171.0,53.0,18.38,6.38,24.07,0.0,4.17,6.0,0.0,2955.0,1
2021,12,2,236,31.0,7.0,2.77,0.93,0.3,0.0,3.0,5.0,0.0,161.0,1
2021,12,2,248,31.0,3.0,0.0,0.12,2.05,0.0,0.82,6.0,0.0,172.0,1
2021,12,2,249,31.0,6.0,2.97,0.14,0.33,0.0,2.57,2.0,1.0,304.0,1
2021,12,2,254,42.0,21.0,10.34,0.61,5.44,0.0,4.61,4.0,0.0,1126.0,1
2021,12,2,256,281.0,65.0,14.55,4.35,31.02,0.0,15.08,9.0,1.0,4517.0,1
2021,12,2,258,29.0,5.0,2.35,0.88,0.77,0.0,1.0,1.0,0.0,245.0,1
2021,12,2,259,31.0,4.0,1.81,0.31,0.73,0.0,1.15,4.0,0.0,270.0,1
2021,12,2,260,59.0,25.0,4.69,2.76,10.35,0.0,7.21,7.0,2.0,1181.0,1
